  0.990393  0.001388
  0.961940  0.005399
  0.915735  0.011614
  0.853553  0.019438
  0.777785  0.028198
  0.691342  0.037188
  0.597545  0.045674
  0.500000  0.052862
  0.402455  0.057905
  0.308658  0.059988
  0.222215  0.058478
  0.146447  0.053083
  0.084265  0.043942
  0.038060  0.031580
  0.009607  0.016715
  0.000000  0.000000
  0.009607 -0.016715
  0.038060 -0.031580
  0.084265 -0.043942
  0.146447 -0.053083
  0.222215 -0.058478
  0.308658 -0.059988
  0.402455 -0.057905
  0.500000 -0.052862
  0.597545 -0.045674
  0.691342 -0.037188
  0.777785 -0.028198
  0.853553 -0.019438
  0.915735 -0.011614
  0.961940 -0.005399
  0.990393 -0.001388
  1.000000  0.000000
