
12.64404496626513108026 12.64402626001912821607 12.64403757991801491301 12.64403581012741284439 
12.64395410900115201969 12.64404283702272380197 12.64403419663744543300 12.64403744787277616979 
12.64402948202230980712 12.64404115323752719746 12.64403580164979778999 12.64403642415477158067 
12.64408852779363989782 12.64402745227920377147 12.64403436187672369329 12.64403726475434908139 
12.64397390256200814918 12.64404070238881239163 12.64403658797623464238 12.64403645586425994907 
12.64406987086070977000 12.64403949591525844198 12.64403649981213817455 12.64403696713544533736 
12.64398994849409518793 12.64402948417001759651 12.64403882629901154644 12.64403605489306237075 
12.64355222595815853026 12.64350542397476218071 12.64350249938945225381 12.64350401259748579719 
12.64117731269716493614 12.64121740746794131383 12.64120933488331921524 12.64120943982308276077 
12.64159727896295493110 12.64157698876301694213 12.64156731995842619654 12.64156757294012045634 
12.64407541483937791327 12.64403470957468655911 12.64403864439849378698 12.64403592097042938747 
12.64408225129203522386 12.64404187166628013017 12.64403795591814727572 12.64403577209556317484 
12.64401646586787819615 12.64404378839168074933 12.64403535994737737269 12.64403655395068959422 
12.64402784202611407238 12.64403067439841343855 12.64403672559973301759 12.64403681925166722522 
12.64408064960638888863 12.64403891510881372540 12.64403729740182669161 12.64403663784877096532 
12.64285581075914599580 12.64284113489951977272 12.64283090365095318930 12.64283118443343489901 
12.64274176707879071557 12.64274708751990772271 12.64273876884774772122 12.64274059485243029144 
12.64403989311614573410 12.64404209721330651917 12.64403606220923670378 12.64403570497208484369 
12.64406898782074684107 12.64404143676155101161 12.64403431838888280936 12.64403577960759328391 
12.64407125618602201200 12.64404113959137987422 12.64403678915056872256 12.64403662747178636039 
