
17.26208074606810427554 17.26430761401078939343 17.26505143187166524399 17.26396927081389875980 17.26499014735730597181 17.26498315980673226022 
17.26351937533828362348 17.26377349218733670000 17.26312279631579471584 17.26651605345708517802 17.26473263474048991384 17.26497566920668447210 
17.26637454865256060543 17.26615493770011511288 17.26776499016382615537 17.26461554143188337207 17.26490096553320796602 17.26496324662644710202 
17.26541639865105182139 17.26721987594888574336 17.26299668617514271318 17.26577442056781919177 17.26483844820579705015 17.26497071404658711913 
17.26343948769200764559 17.26423898620980068586 17.26388571127390747506 17.26442499421968079787 17.26488903173149580539 17.26497278122442580184 
17.26648617067765911770 17.26514937759641554749 17.26801807271779765074 17.26426561705199347330 17.26506916917666600852 17.26495268758901246997 
17.26450144552282850441 17.26456267924549692339 17.26289428729019448383 17.26520491165134174594 17.26488493934362722371 17.26494514317088402322 
17.26426529524452746500 17.26392728907470086597 17.26431928127349380020 17.26517464738245166700 17.26500903182832402649 17.26497390666914810708 
17.26406595325227399940 17.26460434510401853458 17.26748852387057198143 17.26511189072456531335 17.26491068163436537475 17.26495574186775527892 
17.26674295817799986708 17.26547746550091133599 17.26319721232259496446 17.26513973147089942017 17.26498180123119752238 17.26496633092113697217 
17.26488077071235949234 17.26430260271781591541 17.26551514742924098300 17.26524168200443298815 17.26480517299099659567 17.26493917428600255448 
17.26620572652246821121 17.26439170197614458857 17.26979492811871708113 17.26382201858873699507 17.26505163608709381151 17.26493811418445645245 
17.26471546399130474470 17.26487972765155731736 17.26563819654403530990 17.26535593989886763211 17.26473134402870002191 17.26497129853898471197 
17.26222464073387641292 17.26377249167065386359 17.26469680150768226667 17.26401519278817531244 17.26509798713505006162 17.26495494427963350859 
17.26456160705722453486 17.26287861582401106375 17.26527149781516712324 17.26490793239585386232 17.26482513732491241853 17.26497343718961374748 
17.26435764621342983105 17.26511599665069240928 17.26778526022126314388 17.26474522505995778943 17.26504050003002177505 17.26494711863131925611 
17.26564224861295926416 17.26496159581907008373 17.26557431850238444326 17.26488892187332524486 17.26479662422635641406 17.26497436446985744851 
17.26559071080991714098 17.26555260233970656714 17.26677237943102127815 17.26410849967756533374 17.26492038832518716163 17.26496398281600264113 
17.26614444923438540513 17.26463556317792935602 17.26691062516890085021 17.26596331186821586812 17.26481465247683289022 17.26495404573298841910 
17.26853754021702158639 17.26453396223795522246 17.26635344689029594178 17.26488904746979713423 17.26481953909888034104 17.26496055335324442126 
